split,t0
train,20215773
train,20215779
train,20215785
train,20215791
train,20215797
train,20215803
train,20215809
train,20215815
train,20215821
train,20215827
train,20215833
train,20215839
train,20215845
train,20215851
train,20215857
train,20215863
train,20215869
train,20215875
train,20215881
train,20215887
train,20215893
train,20215899
train,20216061
train,20216067
train,20216073
train,20216079
train,20216085
train,20216091
train,20216097
train,20216301
train,20216307
train,20216313
train,20216319
train,20216325
train,20216331
train,20216337
train,20216343
train,20216355
train,20216361
train,20216367
train,20216463
train,20216469
train,20216475
train,20216481
train,20216487
train,20216493
train,20216499
train,20216505
train,20216511
train,20217003
train,20217009
train,20217015
train,20217021
train,20217027
train,20217357
train,20217363
train,20217369
train,20217375
train,20217381
train,20217387
train,20217393
train,20217399
train,20217405
train,20217411
train,20217417
train,20217423
train,20217453
train,20217459
train,20217465
train,20217471
train,20217477
train,20217483
train,20217489
train,20217495
train,20217501
train,20217507
train,20217513
train,20217519
train,20217609
train,20217615
train,20217621
train,20217627
train,20217633
train,20217639
train,20217645
train,20217651
train,20217693
train,20217699
train,20217705
train,20218149
train,20218155
train,20218161
train,20218167
train,20218173
