split,t0
train,20216091
train,20216097
train,20216103
train,20216295
train,20216301
train,20216307
train,20216313
train,20216319
train,20216325
train,20216331
train,20216337
train,20216343
train,20216349
train,20216355
train,20216361
train,20216367
train,20216373
train,20216379
train,20216385
train,20216391
train,20216397
train,20216403
train,20216409
train,20216415
train,20216451
train,20216457
train,20216463
train,20216469
train,20216475
train,20216481
train,20216487
train,20216493
train,20216499
train,20216505
train,20216511
train,20216517
train,20216523
train,20216529
train,20216535
train,20216541
train,20216547
train,20216553
train,20216559
train,20216901
train,20216907
train,20216913
train,20216919
train,20216925
train,20216973
train,20216979
train,20216985
train,20216991
train,20216997
train,20217003
train,20217009
train,20217015
train,20217021
train,20217027
train,20217033
train,20217039
train,20217237
train,20217243
train,20217249
train,20217255
train,20217327
train,20217333
train,20217339
train,20217345
train,20217351
train,20217357
train,20217363
train,20217369
train,20217375
train,20217381
train,20217387
train,20217393
train,20217399
train,20217405
train,20217411
train,20217417
train,20217423
train,20217429
train,20217435
train,20217441
train,20217447
train,20217453
train,20217459
train,20217465
train,20217471
train,20217477
train,20217483
train,20217489
train,20217495
train,20217501
train,20217507
train,20217513
train,20217519
train,20217525
train,20217567
train,20217597
train,20217603
train,20217609
train,20217615
train,20217621
train,20217627
train,20217633
train,20217639
train,20217645
train,20217651
train,20217657
train,20217663
train,20217681
train,20217687
train,20217693
train,20217699
train,20217705
train,20217711
train,20217717
train,20217723
train,20217729
train,20217735
train,20218071
train,20218077
train,20218083
train,20218089
train,20218149
train,20218155
train,20218161
train,20218167
train,20218173
train,20218179
train,20218185
train,20218485
train,20218491
train,20218497
train,20218533
train,20218539
train,20218545
train,20218551
train,20218557
train,20218563
train,20218569
train,20218575
train,20218713
train,20218719
train,20218725
train,20218731
